packet_id,entity,exposure_basis_usd,remaining_gap,source_form,named_agreement,accession,action,source_uri
adjudication:3e41f5b7c7e4615b,CONNECTICUT LIGHT & POWER CO,2000000000.0,determine collateral scope,EX-4_exhibit,Credit Agreement,000007274124000023,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/23426/000007274124000023/ex4thirdamendmenteversource.htm
adjudication:546785b86c237b87,"Barings BDC, Inc.",1990000000.0,determine recourse and guarantee scope,other,credit agreement,000137978524000064,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1379785/000137978524000064/exhibit99120241106earnings.htm
adjudication:9bff2976cdd46a18,ROYAL CARIBBEAN CRUISES LTD,1925000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000088488724000075,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/884887/000088488724000075/a2023q4exhibit10100.htm
adjudication:0038992c96d28f12,Trinseo PLC,1906500000.0,determine recourse and guarantee scope,other,Credit Agreement,000110465926066376,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/tm2615591d1_ex99-2.htm
adjudication:44b738523d170cad,"NRG ENERGY, INC.",1875000000.0,determine recourse and guarantee scope,other,credit agreement,000110465924109295,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1013871/000110465924109295/tm2426293d1_ex99-2.htm
adjudication:9f561add2b82ad3f,COMMERCIAL METALS Co,1850000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000119312525265743,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/22444/000119312525265743/d157302dex101.htm
adjudication:0b625d3312add97c,SPIRE INC,1818000000.0,determine collateral scope,other,indenture,000119312525114802,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1126956/000119312525114802/d923196ds3asr.htm
adjudication:a5c79f02358d7ad8,EXELON CORP,1800000000.0,determine collateral scope,424B_prospectus,Indenture,000110465923022633,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1109357/000110465923022633/tm236672-1_424b5.htm
adjudication:7359a18138bb952a,DiamondRock Hospitality Co,1800000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000110465925069789,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1298946/000110465925069789/tm2521322d1_ex10-1.htm
adjudication:7267e763c036f709,EXELON CORP,1800000000.0,determine collateral scope,424B_prospectus,Indenture,000110465923023286,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1109357/000110465923023286/tm236672-3_424b3.htm
adjudication:b5151eda003dbf7b,Royalty Pharma plc,1800000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312526245163,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1802768/000119312526245163/d131735d8k.htm
adjudication:6c444f2ffae4fc45,Vistra Corp.,1750000000.0,determine recourse and guarantee scope,8-K_body,Credit Agreement,000119312524233978,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1692819/000119312524233978/d846196d8k.htm
adjudication:fe87a693813afacd,"Ventas, Inc.",1750000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000110465926001785,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/740260/000110465926001785/tm262400d1_ex10-1.htm
adjudication:7dbdb8c3c66c0f18,"USA Compression Partners, LP",1750000000.0,determine collateral scope,8-K_body,credit agreement,000119312525189871,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1522727/000119312525189871/d91818d8k.htm
adjudication:e11df464dc1cf2a8,Invitation Homes Inc.,1750000000.0,determine collateral scope,424B_prospectus,indenture,000119312525179878,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1687229/000119312525179878/d54129d424b5.htm
adjudication:9b5c362d062cde98,Invitation Homes Inc.,1750000000.0,determine collateral scope,424B_prospectus,indenture,000119312525178553,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1687229/000119312525178553/d54129d424b5.htm
adjudication:1d392da8fa7f2a1b,Celanese Corp,1750000000.0,determine collateral scope,424B_prospectus,Credit Agreement,000162828025054599,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1306830/000162828025054599/a424b52025filingprelim-usd.htm
adjudication:01b895bf7c8c6158,FEDEX CORP,1750000000.0,determine collateral scope,8-K_body,credit agreement,000119312525269610,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1048911/000119312525269610/d48279d8k.htm
adjudication:ce6157ca7c82f06d,WILLIS LEASE FINANCE CORP,1750000000.0,determine collateral scope,other,Credit Agreement,000101816426000039,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1018164/000101816426000039/wlfc-20260327.htm
adjudication:253b0afb152c37cc,Celanese Corp,1750000000.0,determine collateral scope,424B_prospectus,Credit Agreement,000162828025055480,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1306830/000162828025055480/a424b52025filingfinal-usdd.htm
adjudication:22ee0211143d42ac,CATERPILLAR INC,1700000000.0,determine collateral scope,EX-4_exhibit,Indenture,000110465925049132,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/18230/000110465925049132/tm2515084d1_ex4-1.htm
adjudication:606f47aa2e1d5e0b,PINNACLE WEST CAPITAL CORP,1700000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000110465926017605,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/764622/000110465926017605/tm266762d1_ex10-2.htm
adjudication:530f082658ba004b,MICRON TECHNOLOGY INC,1683500000.0,determine collateral scope,8-K_body,Credit Agreement,000110465925004879,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/723125/000110465925004879/tm253757d1_8k.htm
adjudication:7a0d64c8cec5073a,MGM Resorts International,1675000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312524034495,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/789570/000119312524034495/d778367d8k.htm
adjudication:ae31f405ec356093,AECOM,1650000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000110465926025905,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/868857/000110465926025905/tm268031d2_ex10-1.htm
adjudication:615b959eb7ca0826,Constellation Energy Corp,1600000000.0,determine collateral scope,EX-4_exhibit,Credit Agreement,000110465926001780,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1868275/000110465926001780/tm2532248d1_ex4-6.htm
adjudication:c76848da8c2ec6ed,MSCI Inc.,1600000000.0,determine collateral scope,8-K_body,Credit Agreement,000095010325010515,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1408198/000095010325010515/dp233145_8k.htm
adjudication:695d35ddf7b109c6,OSHKOSH CORP,1550000000.0,determine collateral scope,8-K_body,Credit Agreement,000110465926028611,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/775158/000110465926028611/tm268947d1_8k.htm
adjudication:13fa1c0d4cc33a64,"Bain Capital Specialty Finance, Inc.",1500000000.0,determine recourse and guarantee scope,424B_prospectus,credit agreement,000119312526018772,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1655050/000119312526018772/d67802d424b2.htm
adjudication:c7b1da97dc704b3a,"Sila Realty Trust, Inc.",1500000000.0,determine collateral scope,other,Credit Agreement,000156792525000003,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1567925/000156792525000003/exhibit991-pressreleaserev.htm
adjudication:4d100496256d21b4,"UNITED RENTALS, INC.",1500000000.0,determine collateral scope,EX-4_exhibit,Indenture,000110465925117306,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1067701/000110465925117306/tm2532345d1_ex4-1.htm
adjudication:fc48160ab53cceb0,TE Connectivity plc,1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000110465926015617,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1385157/000110465926015617/tm266298d1_8k.htm
adjudication:b195e10df7f76456,"Coupang, Inc.",1500000000.0,determine collateral scope,other,credit agreement,000183458425000106,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1834584/000183458425000106/cpng-20250602.htm
adjudication:28eb610e5985c8d8,"Leidos Holdings, Inc.",1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312526055113,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1336920/000119312526055113/d62492d8k.htm
adjudication:71869b174363d31d,H&R BLOCK INC,1500000000.0,determine collateral scope,other,Guarantee Agreement,000160529725000009,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/12659/000160529725000009/hrb-20250711.htm
adjudication:4241d2e53bc32511,Gen Digital Inc.,1500000000.0,determine collateral scope,other,Credit Agreement,000084939926000011,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/849399/000084939926000011/gen-20260327.htm
adjudication:ddfa76c39af9b2be,"Autodesk, Inc.",1500000000.0,determine collateral scope,424B_prospectus,Credit Agreement,000119312525133820,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/769397/000119312525133820/d31368d424b2.htm
adjudication:ef4d44c4f418b767,"T-Mobile US, Inc.",1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312526004596,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1283699/000119312526004596/d71057d8k.htm
adjudication:5251ecf7249613c9,IREN Ltd,1500000000.0,determine collateral scope,8-K_body,credit agreement,000114036126023427,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1878848/000114036126023427/ef20075181_8k.htm
adjudication:71f06cdf0e00ead9,"Autodesk, Inc.",1500000000.0,determine collateral scope,424B_prospectus,Credit Agreement,000119312525135009,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/769397/000119312525135009/d31368d424b5.htm
adjudication:2d8d699797fcbee8,ROYAL CARIBBEAN CRUISES LTD,1500000000.0,determine collateral scope,8-K_body,indenture,000110465924103188,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/884887/000110465924103188/tm2424765d1_8k.htm
adjudication:f71930a96fe0b435,AMERICAN ELECTRIC POWER CO INC,1500000000.0,determine collateral scope,EX-4_exhibit,Credit Agreement,000000490426000034,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/4904/000000490426000034/ex4aaep20261q.htm
adjudication:4e752581156334ea,"CORPAY, INC.",1500000000.0,determine collateral scope,other,Credit Agreement,000117545425000025,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1175454/000117545425000025/flt-20251031.htm
adjudication:76dda98405428ab2,Sunoco LP,1500000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000119312525143803,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1552275/000119312525143803/d63531dex101.htm
adjudication:b4e96e537af0a55a,ENTERPRISE PRODUCTS PARTNERS L.P.,1500000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000119312526129053,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1061219/000119312526129053/d134793dex101.htm
adjudication:64193acca90bdcb7,"HEALTHPEAK PROPERTIES, INC.",1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000110465926033312,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/765880/000110465926033312/tm269577d1_8k.htm
adjudication:7ebb29d4b25120a5,ENTERPRISE PRODUCTS PARTNERS L.P.,1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312526129053,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1061219/000119312526129053/d134793d8k.htm
adjudication:5724fa88aa3cfda5,"Cencora, Inc.",1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000110465926004524,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1140859/000110465926004524/tm263332d1_8k.htm
adjudication:82bc55026f33b20b,Sable Offshore Corp.,1500000000.0,determine collateral scope,424B_prospectus,indenture,000162828025027061,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1831481/000162828025027061/a424b5-takedown2025.htm
adjudication:73d9b142358d80aa,"Janus Living, Inc.",1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000110465926033294,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/2100805/000110465926033294/tm2533329d16_8k.htm
adjudication:2b8a4fe760fd8f35,EDISON INTERNATIONAL,1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000082705225000119,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/827052/000082705225000119/eix-20251223x8k.htm
adjudication:8d4c427d5f173ff6,BALL Corp,1500000000.0,determine collateral scope,EX-10_exhibit,CREDIT AGREEMENT,000110465925116089,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/9389/000110465925116089/tm2532071d1_ex10-1.htm
adjudication:6f4ba356093560a9,BIOGEN INC.,1500000000.0,determine collateral scope,EX-10_exhibit,CREDIT AGREEMENT,000119312524200660,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/875045/000119312524200660/d867868dex101.htm
adjudication:7e4d743f5009f8cf,Sable Offshore Corp.,1500000000.0,determine collateral scope,424B_prospectus,indenture,000162828025027257,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1831481/000162828025027257/final424b5-takedown2025.htm
adjudication:8235f3008fe30c50,ENTERPRISE PRODUCTS PARTNERS L.P.,1500000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000119312525067053,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1061219/000119312525067053/d945779dex101.htm
adjudication:2517cb7bbd8ad333,MOHAWK INDUSTRIES INC,1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000110465926060295,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/851968/000110465926060295/tm2614381d1_8k.htm
adjudication:b41361582c6f553c,Cigna Group,1500000000.0,determine collateral scope,424B_prospectus,indenture,000114036124005979,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1739940/000114036124005979/ny20020170x5_424b5.htm
adjudication:ff744c8747e89969,V F CORP,1500000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312525189877,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/103379/000119312525189877/d32520d8k.htm
adjudication:d23ebec09e4f9728,"ONE Gas, Inc.",1500000000.0,determine collateral scope,8-K_body,credit agreement,000119312525258511,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1587732/000119312525258511/d213687d8k.htm
adjudication:1181b8ee53e749dc,Ares Management Corp,1461500000.0,determine collateral scope,424B_prospectus,indenture,000110465924107374,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1176948/000110465924107374/tm2425002-7_424b5.htm
adjudication:8b3089656410fb3c,FLEX LTD.,1450000000.0,determine collateral scope,8-K_body,Credit Agreement,000110465926054529,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/866374/000110465926054529/tm2612613d1_8k.htm
adjudication:893d8fb5529dd04c,QuidelOrtho Corp,1450000000.0,determine collateral scope,EX-10_exhibit,CREDIT AGREEMENT,000119312525185355,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1906324/000119312525185355/d912844dex101.htm
adjudication:8e69a6e38dbba82d,EXELON CORP,1400000000.0,determine collateral scope,424B_prospectus,Indenture,000110465924026349,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1109357/000110465924026349/tm246905-2_424b2.htm
adjudication:c6d2ea436c81a199,"Amentum Holdings, Inc.",1400000000.0,determine collateral scope,other,Credit Agreement,000201128626000011,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/2011286/000201128626000011/amtm-20260424.htm
adjudication:aacebd04a35d2742,EXELON CORP,1400000000.0,determine collateral scope,424B_prospectus,Indenture,000110465924027050,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1109357/000110465924027050/tm246905-3_424b2.htm
adjudication:e3b8ba117f2da6ee,FEDERAL REALTY INVESTMENT TRUST,1400000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312526156973,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/34903/000119312526156973/d105267d8k.htm
adjudication:12a85530982bd964,CLARIVATE PLC,1400000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000110465925055262,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1764046/000110465925055262/tm2516677d1_ex10-1.htm
adjudication:d3e959c9ae4f1846,ROYAL GOLD INC,1400000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000008553525000125,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/85535/000008553525000125/ex105incrementaljoindertor.htm
adjudication:55b803635e48d4ab,"Cheniere Energy Partners, L.P.",1352000000.0,determine collateral scope,424B_prospectus,indenture,000119312524018242,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1383650/000119312524018242/d66632d424b3.htm
adjudication:9d7cf7300c679afa,"Cheniere Energy Partners, L.P.",1351800000.0,determine collateral scope,424B_prospectus,indenture,000119312524275685,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1383650/000119312524275685/d845844d424b3.htm
adjudication:ea444d4240b78be1,Vistra Corp.,1350000000.0,determine recourse and guarantee scope,8-K_body,Credit Agreement,000119312523253871,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1692819/000119312523253871/d544582d8k.htm
adjudication:c3f30b4447a9b5c3,Trinseo PLC,1332500000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000110465926060590,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1519061/000110465926060590/tm2614481d1_ex10-1.htm
adjudication:35c45a1cb9f65ecc,VSE CORP,1300000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000119312526210245,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/102752/000119312526210245/d115996dex101.htm
adjudication:0d960096b3462136,Galaxy Digital Inc.,1300000000.0,determine collateral scope,EX-10_exhibit,Indenture,000095010325013949,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1859392/000095010325013949/dp236467_ex1001.htm
adjudication:90f9d4d93ec7819e,Weatherford International plc,1300000000.0,determine collateral scope,other,credit agreement,000160392325000145,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1603923/000160392325000145/wft-20250918.htm
adjudication:ed613a5314992508,Galaxy Digital Inc.,1300000000.0,determine collateral scope,EX-10_exhibit,Indenture,000095010325013968,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1859392/000095010325013968/dp236467_ex1001.htm
adjudication:c07883a1e36caf12,Opendoor Technologies Inc.,1270000000.0,determine collateral scope,424B_prospectus,indenture,000114036125042979,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1801169/000114036125042979/ny20059627x1_424b5.htm
adjudication:f1ea07ecec1b3b36,Broadcom Inc.,1250000000.0,determine collateral scope,8-K_body,Indenture,000119312526011731,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1730168/000119312526011731/d104560d8k.htm
adjudication:064dd3d4938dd3ac,"Cheniere Energy, Inc.",1250000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000000357025000094,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/3570/000000357025000094/exhibit103cei2025q2form10q.htm
adjudication:7d7094f16be0d7e3,COPART INC,1250000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312526022730,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/900075/000119312526022730/d64083d8k.htm
adjudication:25fa4e2557e4f38b,MICRON TECHNOLOGY INC,1250000000.0,determine collateral scope,8-K_body,Indenture,000110465925041201,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/723125/000110465925041201/tm2513434d1_8k.htm
adjudication:df2a36e9c22cf66d,PINNACLE WEST CAPITAL CORP,1250000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000110465926017605,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/764622/000110465926017605/tm266762d1_ex10-1.htm
adjudication:db9c573d9c65b292,ROYAL CARIBBEAN CRUISES LTD,1250000000.0,determine collateral scope,8-K_body,indenture,000110465924031928,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/884887/000110465924031928/tm247076d1_8k.htm
adjudication:de837a016d73f729,Alcoa Corp,1250000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312526203996,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1675149/000119312526203996/d15759d8k.htm
adjudication:81b0f6ff27e7f162,Cigna Group,1250000000.0,determine collateral scope,424B_prospectus,indenture,000114036124005545,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1739940/000114036124005545/ny20020170x1_424b3.htm
adjudication:81ca1c97302867ad,Vistra Corp.,1250000000.0,determine recourse and guarantee scope,EX-10_exhibit,Security Agreement,000119312524261725,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1692819/000119312524261725/d808714dex101.htm
adjudication:615aa0f15a2d4223,Energy Transfer LP,1250000000.0,determine collateral scope,424B_prospectus,Credit Agreement,000119312525030694,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1276187/000119312525030694/d259770d424b2.htm
adjudication:7255bfc9a9b95ee4,GENERAC HOLDINGS INC.,1250000000.0,determine collateral scope,8-K_body,Credit Agreement,000143774925021956,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1474735/000143774925021956/gnrc20250701_8k.htm
adjudication:ae7e002c0e202015,"RESIDEO TECHNOLOGIES, INC.",1225000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312525180358,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1740332/000119312525180358/d77968d8k.htm
adjudication:facd2b104e7f37e5,Bunge Global SA,1200000000.0,determine collateral scope,EX-4_exhibit,Indenture,000110465926032113,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1996862/000110465926032113/tm268104d3_ex4-2.htm
adjudication:3d7a5b32fd4dc7a0,Talen Energy Corp,1200000000.0,determine collateral scope,EX-10_exhibit,INDENTURE,000162828024029107,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1622536/000162828024029107/exhibit107-sx1a.htm
adjudication:f16039daa3106ab8,Avery Dennison Corp,1200000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312523018210,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/8818/000119312523018210/d445993d8k.htm
adjudication:f2dffeea2576327d,NEXTERA ENERGY INC,1200000000.0,determine collateral scope,424B_prospectus,indenture,000119312524155917,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/753308/000119312524155917/d845362d424b2.htm
adjudication:d7a30fa1bff89d27,"EPAM Systems, Inc.",1200000000.0,determine collateral scope,other,credit agreement,000135201025000047,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1352010/000135201025000047/epam-20251003.htm
adjudication:a83d9d7c09a61dd7,NATIONAL FUEL GAS CO,1200000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312525269656,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/70145/000119312525269656/d11684d8k.htm
adjudication:cdd1514eabca7071,Allison Transmission Holdings Inc,1200000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312526000343,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1411207/000119312526000343/d97247d8k.htm
adjudication:98ac5c9d2301e713,Avery Dennison Corp,1200000000.0,determine collateral scope,8-K_body,Credit Agreement,000119312524170372,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/8818/000119312524170372/d844816d8k.htm
adjudication:a171340ccd284b7a,"Global Net Lease, Inc.",1185000000.0,determine collateral scope,8-K_body,credit agreement,000110465925074482,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1526113/000110465925074482/tm2522631d2_8k.htm
adjudication:5b4d57f09d964f68,ROYAL CARIBBEAN CRUISES LTD,1171793454.54,determine collateral scope,EX-10_exhibit,Credit Agreement,000110465923108475,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/884887/000110465923108475/tm2327997d1_ex10-1.htm
adjudication:5b5c92870917dd87,LEVI STRAUSS & CO,1150000000.0,determine collateral scope,8-K_body,credit agreement,000119312524255938,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/94845/000119312524255938/d898891d8k.htm
adjudication:976e9f06a3140df5,American Airlines Group Inc.,1146800000.0,determine collateral scope,8-K_body,Guaranty,000119312526248886,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/6201/000119312526248886/d118984d8k.htm
adjudication:3adc817e31ab5576,American Airlines Group Inc.,1146800000.0,determine collateral scope,EX-10_exhibit,GUARANTY,000119312526248886,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/6201/000119312526248886/d118984dex101.htm
adjudication:c41a712a182d2f90,Uniti Group Inc.,1110000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000095010325012877,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/2020795/000095010325012877/dp235539_ex1002.htm
adjudication:942a56fb015382f3,"EPAM Systems, Inc.",1101000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000135201025000047,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/1352010/000135201025000047/exhibit101-pncxepamxamende.htm
adjudication:0716dae62c4cbc64,Enovis CORP,1100000000.0,determine collateral scope,other,Credit Agreement,000149315225027007,FETCH_EXHIBIT_FROM_ACCESSION,https://www.sec.gov/Archives/edgar/data/1420800/000149315225027007/form8-k.htm
adjudication:d7a44a3bd9a7588e,CHS INC,1100000000.0,determine collateral scope,EX-10_exhibit,Credit Agreement,000082327723000027,RE_EXTRACT_DEPTH,https://www.sec.gov/Archives/edgar/data/823277/000082327723000027/ex1012023amendedandrestate.htm
